seller_type,house_type,rooms,area_m2,floor,floors_total,build_type,planning,bathroom,furnished,includes,nearby,commission,description,city,url
Jismoniy shaxs,Yangi qurilgan uylar,2,65,4,20,Blokli,Aralash-alohida,Aralash,Ha,"Internet, Muzlatkich, Televizor, Konditsioner, Kir yuvish mashinasi, Oshxona","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifАкай СитиЦена : 900Кол комнат : 2Квадратура : 65м2Этаж : 420 этажный домМебель, интернет, кондиционеры , посудомойка, холодильник два тв . Собственная квартира . Тел: 903200662",,https://www.olx.uz/d/oz/obyavlenie/akaj-siti-2-4-25-65-m2-evroremont-cena-1000-kol-vo-kom-ID466jH.html
Jismoniy shaxs,Ikkilamchi bozor,4,90.54,4,4,Panelli,Alohida ajratilgan,Alohida,Ha,"Internet, Telefon, Televizor, Konditsioner, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродается 4х-комнатная квартира в самом отличном районе Города Чирчика на 9 микрорайоне, на 4 ом этаже 4 этажного панельного дома, не торец! Система отоплением индивидуальная в своей квартире.Квартира в среднем состояние, зайти и жить можно, раздельный санузел, тихие соседи, около дома детские площадки, места для парковки автомобилей, магазины, аптеки, удобная траспортная развязка.Что самое удобное, в шаговой доступности есть все для комфортной жизни:- 3 садика (от 3ых до 5 минут)- 1 школа (5 минут)- 2 колледжа (от 6 до 12 минут)- Паспортный стол (от 6 до 12 минут)- Базар (от 9 до 12 минут)- Районная Поликлиника (от 7 до 10 минут)- Метро (нету)_Чирчиқ шаҳрининг энг яхши ҳудудларидан бири — 9-микроҳудудда жойлашган 4 хонали квартира сотилади. Квартира 4 қаватли панель уйнинг 4-қаватида жойлашган, охирги хона эмас (торцевой ЭМАС)! Ҳар бир хонадонда алоҳида иситиш тизими мавжуд.Квартира ўртача ҳолатда — дарров кўчиб кириб яшаш мумкин. Ҳожатхона ва ванна алоҳида. Қўшнилар тинч. Уй атрофида болалар майдончалари, автомашиналар учун тураргоҳ жойлари, дўконлар, дорихоналар ва қулай транспорт қатнови мавжуд.Энг муҳими — ҳар томонлама қулай ҳаёт учун керакли барча инфратузилма пиёда масофада жойлашган:- 3 та боғча (3 дақиқадан 5 дақиқагача йўл)- 1 та мактаб (5 дақиқа)- 2 та коллеж (6 дақиқадан 12 дақиқагача)- Паспорт столи (6 дақиқадан 12 дақиқагача)- Бозор (9 дақиқадан 12 дақиқагача)- Туман поликлиникаси (7 дақиқадан 10 дақиқагача)- Метро — мавжуд эмасИдеальная локация для Вашей семьи по выгодной цене!Бу — оилангиз учун идеал жойлашув ва маъқул нархдаги таклиф!Звоните сейчас : +998 99-862-58-26, +998 90-983-23-64",,https://www.olx.uz/d/oz/obyavlenie/srochno-prodayotsya-4yx-komnatnaya-kvartira-ID3idUu.html
Jismoniy shaxs,Yangi qurilgan uylar,3,83,3,9,Gʻishtli,Aralash-alohida,Alohida,Yoʻq,"Muzlatkich, Televizor, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,TavsifЕшонгузар ситйда йенги ремонт боган дом сотилади дом озимники маклермасман озимизга яшаш учун ремонт килинган еди пулига келишсак кухня бытовой техника бонус.1. Полный евро ремонт теплый пол2. двухсторонний лифт3.Камера наблюдения3 етаж 3 хона санузел туалет балконКАДАСТР БОР83 м2,,https://www.olx.uz/d/oz/obyavlenie/novyj-elitnyj-dom-eshonguzar-city-3-3-9-ID3LYdT.html
Biznes,Yangi qurilgan uylar,1,35,1,7,Gʻishtli,Alohida ajratilgan,Aralash,Ha,,,Bor,TavsifХоналар сони: #1хКават:1Уйнинг каватлар сони:7Манзил: Сахарная больницаКурилиш тури:КирпичныйХоналар жойлашуви:АлохидаУмумий майдони:35квХолати:ЕвроНархи:27.500$Тел:97-309-88-38 / 91-979-7447,,https://www.olx.uz/d/oz/obyavlenie/1-xonalik-kvartira-1-etazh-yangi-dom-saxarnyj-bolnica-ID3Tf4T.html
Biznes,Yangi qurilgan uylar,4,130,7,13,,,,Yoʻq,,,Yo’q,Tavsif#ЯккасарайНовостройкаЖК: ХилмарОриентир: Кушбеги мостХарактеристики:• Комнат: 4• Площадь: 130 м²• Этаж: 7 из 13• Состояние: С ремонтом+Цена: 135 000 у.е.Подробнее по телефону: +998998616101,,https://www.olx.uz/d/oz/obyavlenie/srochnaya-prodazha-yakkasarajskij-rajon-ID452jn.html
Jismoniy shaxs,Yangi qurilgan uylar,2,4,1,1,,,Aralash,Yoʻq,"Kabelli TV, Internet, Oshxona","Bolalar maydonchasi, Restoran, kafelar, Kasalxona, poliklinika, Maktab, Park, yashil zona, Bekatlar, Supermarket, doʻkonlar, Bolalar bogʻchasi, turargoh",Yo’q,"TavsifЮкоричирчик туман Ортасарой махаллачи, 4 сотикли 2хонали катеж, сув, электр, газ хамаси бор, уй махалани марказида светофор олдида 1-уй.срочна сотиладинарх 65.000$",,https://www.olx.uz/d/oz/obyavlenie/srochno-prodayotsya-ID3EjLE.html
Biznes,Ikkilamchi bozor,2,66,8,9,Panelli,Alohida ajratilgan,Alohida,Ha,,,Yo’q,"Tavsif#2комнатнаяПродается квартира(Ойбек метро, #КунаеваГостиница Россия)2*3/8/9 панельПлощадь: 66м2Состояние: Евро ремонтУкомплектована/новаяМебелью и ТЕХНИКОЙЦЕНА:  132.000.у.е+998950984477",,https://www.olx.uz/d/oz/obyavlenie/kunaevo-2v3-komnatnaya-s-evro-remontom-66m2-ID46fTD.html
Biznes,Yangi qurilgan uylar,5,183,2,8,Gʻishtli,Alohida ajratilgan,2 va undan koʻp sanuzel,Ha,,,Yo’q,"TavsifМирабадский районГАБУСОриентир: Российское посольство, Бывшее ГАИ ГлинкаКомнат: 5Этаж: 2Этажность: 8Площадь: 183м2Потолоки: 3.70Состояние: с ремонтомВ квартире есть:2 совмещенных санузла (туалеты с ванной и душевой кабиной)3 кондиционера2 ниши для вещейгардеробнаяДва (2) парковочных места (крытое и открытое)Везде теплый полСвоя отдельная котельнаяИмеется отдельная кладоваяТолщина дома: 2 (два) кирпичаИмеется балкон из спальни (благоустроенный)Охраняемая зонаЛифт с кодомОтапливаемый подъездНа территории есть мини футбольное поле, детская площадка.Цена: 340.000 у.е торг уместенТел: +998500404257Написать мне в телеграмм: RieltRizvanhttps://t.me/Kvartira_centr_Tashkent",,https://www.olx.uz/d/oz/obyavlenie/mirabadskij-r-n-gabus-5-komnatnaya-kvartira-ID46fTB.html
Biznes,Yangi qurilgan uylar,1,41,1,4,Gʻishtli,,Aralash,Ha,"Telefon, Kabelli TV, Internet, Konditsioner, Televizor, Oshxona, Muzlatkich, Kir yuvish mashinasi","Bolalar maydonchasi, Maktab, Koʻngilochar muassasalar, Kasalxona, poliklinika, Supermarket, doʻkonlar, Park, yashil zona, Bekatlar, turargoh, Bolalar bogʻchasi, Restoran, kafelar",Yo’q,TavsifТел: 997643233Чиланзар 3 кварталНовостройкаОриентир Метро Хамза 400 метров от дома1/1/4Тип строения КирпичныйОбщая площадь 41м2Сан.узел СовмещёныйЕвроремонтМебель ДаТехника ДаЦена 69000,,https://www.olx.uz/d/oz/obyavlenie/novostrojka-metro-novza-1-1-4-chilanzar-3-kvartal-meb-tex-ID452jg.html
Biznes,Ikkilamchi bozor,4,80,5,5,Panelli,,,Ha,,,Yo’q,TavsifП Р О Д А Ж ААдрес : Согдиана ул Абу Бакр Розии 25 дом .Этаж : 5Этажность дома: 5Комнат :  4Продается частично с мебельюЦена : 55.000$Тел : 90 453 97 47,,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-4-5-5-v-sogdiana-do-relsov-ID41Ozl.html
Jismoniy shaxs,Ikkilamchi bozor,2,58,5,5,Panelli,Alohida ajratilgan,Alohida,Yoʻq,,"Bolalar bogʻchasi, Maktab, Restoran, kafelar, Bolalar maydonchasi, Kasalxona, poliklinika, Supermarket, doʻkonlar, Bekatlar",Yo’q,"TavsifПродаётся 2х комнатная кварира в Мирзо Улугбекском районе массив Корасу 1 2/5/5,балкон 2 на 6 без ремонта",,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-2x-komnatnaya-kvarira-bez-remonta-ID3gOQz.html
Biznes,Ikkilamchi bozor,2,55,4,5,,,,Yoʻq,,,Yo’q,"TavsifSotuvda 2 xonali kvartira | Buyuk Ipak Yo‘liJoylashuv: Buyuk Ipak Yo‘li, Maksim Gorkiy bekati yaqinidaHolati: YaxshiXususiyatlari:Qavat: 4 / 5Umumiy maydon: 55 m²Xonalar: 2 taBalkon: 2x6Qurilish turi: G‘ishtliNarxi: 70000 dollarIpoteka: MumkinMo‘ljal: Maksim Gorkiy metro bekati, Biy bozoriBog‘lanish: +998 97 342 54 44 — BakhytbekHavola: https://t.me/BahutRealtor#МирзоУлугбек #2хона #ипотека---Продается 2 комнатная квартира | Буюк Ипак ЙулиЛокация: Буюк Ипак Йули, рядом с метро Максим ГорькийСостояние: ХорошееХарактеристики:Этаж: 4 / 5Общая площадь: 55 м²Комнат: 2Балкон: 2x6Дом кирпичныйЦена: 70000 долларовИпотека возможнаОриентир: метро Максим Горький, рынок БийКонтакт: +998 97 342 54 44 — БахытбекСсылка: https://t.me/BahutRealtor#MirzoUlugbek #2комнаты #ипотека",,https://www.olx.uz/d/oz/obyavlenie/bij-2-4-5-ipoteka-ID45Qm3.html
